id,user_id,items,total_price,status,created_at,updated_at
7fc4fa48-9b3c-43ff-b77e-4973ef2f1af4,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781510468890"",""name"":""Cadbury Dairy Milk Chocolate"",""price"":40,""details"":""SKU: QLS-0017 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Dairy%20Milk%20Chocolate.webp"",""quantity"":1},{""id"":""1781510475785"",""name"":""Mars Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0011 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Mars%20Chocolate%20Bar.webp"",""quantity"":1},{""id"":""1781510483768"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20KitKat%20Chunky%20White.webp"",""quantity"":1},{""id"":""1781510496248"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":1},{""id"":""1781510515640"",""name"":""Abbott Similac Classic Stage 1"",""price"":430,""details"":""SKU: QLS-0046 • ₹430.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781510534717"",""name"":""Horlicks Women's Plus Caramel"",""price"":320,""details"":""SKU: QLS-0056 • ₹320.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Horlicks%20Women's%20Plus%20Caramel.webp"",""quantity"":1},{""id"":""1781510544732"",""name"":""Maggi Chicken Noodles"",""price"":15,""details"":""SKU: QLS-0010 • ₹15.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Maggi%20Chicken%20Noodles.webp"",""quantity"":1},{""id"":""1781510555718"",""name"":""Kellogg's Corn Flakes Original"",""price"":195,""details"":""SKU: QLS-0016 • ₹195.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Kellogg's%20Corn%20Flakes%20Original.webp"",""quantity"":1},{""id"":""1781510570809"",""name"":""Nestle Lactogen Pro 1"",""price"":420,""details"":""SKU: QLS-0033 • ₹420.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20Lactogen%20Pro%201.webp"",""quantity"":1},{""id"":""1781510582970"",""name"":""Veeba Sweet Chilli Hot Sauce"",""price"":149,""details"":""SKU: QLS-0050 • ₹149.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Veeba%20Sweet%20Chilli%20Hot%20Sauce.webp"",""quantity"":1},{""id"":""1781510631145"",""name"":""Ambi Pur Air Freshener"",""price"":299,""details"":""SKU: QLS-0002 • ₹299.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Ambi%20Pur%20Air%20Freshner.webp"",""quantity"":1},{""id"":""1781510637853"",""name"":""Odonil Room Spray"",""price"":179,""details"":""SKU: QLS-0044 • ₹179.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Odonil%20Room%20Spray.webp"",""quantity"":1},{""id"":""1781510645865"",""name"":""Godrej Aer Power Pocket Rose Fresh Blossom"",""price"":65,""details"":""SKU: QLS-0039 • ₹65.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Godrej%20Aer%20Power%20Pocket%20Rose%20Fresh%20Blossom.webp"",""quantity"":1},{""id"":""1781510656904"",""name"":""Nestle Milkybar White Chocolate"",""price"":20,""details"":""SKU: QLS-0035 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20Milkybar%20White%20Chocolate.webp"",""quantity"":1}]",2497.0,processed,2026-06-15 08:01:11.5532+00,2026-06-15 13:38:09.52901+00
82ea1bd0-8773-45d6-a0ab-cc50cd2b044b,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781728258175"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":1}]",255,processed,2026-06-17 20:31:01.309135+00,2026-06-19 00:27:56.69433+00
844c84b7-efd7-4249-ab0e-65768b8277a5,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453674226"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",30.0,processed,2026-06-14 16:14:37.589226+00,2026-06-14 21:44:48.576264+00
885904ea-ab56-41a9-89a8-19ad074e0845,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781461334459"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":1}]",20,processed,2026-06-14 18:22:20.85764+00,2026-06-14 23:52:23.293+00
9a107521-4bae-493e-b016-95e5c1fca371,3ebf9db8-69ab-4661-95b5-d0e2a6e10389,"[{""id"":""1781418350531"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",30,processed,2026-06-14 06:28:09.296638+00,2026-06-14 06:28:09.296638+00
9b154f56-5619-41d6-a20e-e14812c6210c,3ebf9db8-69ab-4661-95b5-d0e2a6e10389,"[{""id"":""1781418353366"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781418397891"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",90.0,processed,2026-06-14 06:25:52.689347+00,2026-06-14 11:56:46.966974+00
9fe62fec-56de-4bb1-b3f1-6068f8e45655,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781427892983"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",20.0,processed,2026-06-14 09:04:55.973761+00,2026-06-14 14:45:17.624+00
a2d71e96-0196-4ed7-b626-96422562f318,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781427748024"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781427779943"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781427800828"",""name"":""Lay's Spanish Tomato Tango Chips"",""price"":20,""details"":""SKU: QLS-0047 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",295.0,processed,2026-06-14 09:02:30.210506+00,2026-06-14 14:33:31.782195+00
a549225b-2621-4991-bc23-ad7c47fa17fd,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781421054115"",""name"":""Double Horse Synthetic Vinegar"",""price"":55,""details"":""SKU: QLS-0052 • ₹55.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781421088768"",""name"":""Cheetos Cheez Puffs"",""price"":20,""details"":""SKU: QLS-0009 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781421107320"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781421244547"",""name"":""Brooke Bond Taj Mahal Tea"",""price"":260,""details"":""SKU: QLS-0053 • ₹260.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781421302738"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",425,processed,2026-06-14 07:11:03.351361+00,2026-06-14 13:32:25.064+00
ad27a384-1777-4b9f-a87b-dd51ccdeec2b,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781510278793"",""name"":""Cadbury Fuse Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0022 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Fuse%20Chocolate%20Bar.webp"",""quantity"":2}]",80.0,processed,2026-06-15 07:58:02.923877+00,2026-06-15 13:28:14.251291+00
ae53d915-2a6f-45ad-8e98-48deb499c590,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481624"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":2},{""id"":""1781453511952"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":3}]",120,processed,2026-04-26 12:00:00+00,2026-04-26 12:30:00+00
b80c826f-cf07-490d-ac51-a1e58116b140,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781513679598"",""name"":""Cadbury Dairy Milk Roast Almond"",""price"":50,""details"":""SKU: QLS-0019 • ₹50.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Dairy%20Milk%20Roast%20Almond.webp"",""quantity"":1}]",50.0,processed,2026-06-15 08:54:42.607077+00,2026-06-15 14:25:02.214066+00
b8398973-16fa-4c75-bb2e-1b54b13f2b2c,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""QLS-0038"",""name"":""Quaker Oats"",""price"":195,""details"":""Recipe Ingredient: 1 cup"",""imageUrl"":"""",""quantity"":3},{""id"":""QLS-0055"",""name"":""Happy Tomato Sauce"",""price"":110,""details"":""Recipe Ingredient: 1/2 cup"",""imageUrl"":"""",""quantity"":3}]",915.0,active,2026-06-21 06:15:21.040325+00,2026-06-21 11:46:10.895966+00
bad60c55-20e6-46fd-a45f-cb593cea5389,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781460124877"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":2},{""id"":""1781460161212"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":1},{""id"":""1781460230456"",""name"":""Horlicks Classic Malt Health Drink"",""price"":249,""details"":""SKU: QLS-0015 • ₹249.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Horlicks%20Classic%20Malt%20Health%20Drink.webp"",""quantity"":1},{""id"":""1781460268810"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781460292604"",""name"":""Cadbury Fuse Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0022 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Fuse%20Chocolate%20Bar.webp"",""quantity"":2}]",889.0,processed,2026-06-14 18:02:07.664733+00,2026-06-14 23:37:11.515169+00
c760de13-d400-4385-8d2f-964fc4e69b9a,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481623"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":1},{""id"":""1781453511951"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":2}]",70,processed,2026-04-12 12:00:00+00,2026-04-12 12:30:00+00
ca327d32-f999-4a66-bdda-e6c1017a7c75,0aa6e91f-6199-4628-91d1-8b0cff62865a,"[{""id"":""1781512335112"",""name"":""Snickers Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0012 • ₹40.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781512347584"",""name"":""Nestle Milkybar White Chocolate"",""price"":20,""details"":""SKU: QLS-0035 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20Milkybar%20White%20Chocolate.webp"",""quantity"":1},{""id"":""1781512358383"",""name"":""Cadbury Dairy Milk Roast Almond"",""price"":50,""details"":""SKU: QLS-0019 • ₹50.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Dairy%20Milk%20Roast%20Almond.webp"",""quantity"":1},{""id"":""1781512376222"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20KitKat%20Chunky%20White.webp"",""quantity"":1},{""id"":""1781544845140"",""name"":""Cadbury Fuse Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0022 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Fuse%20Chocolate%20Bar.webp"",""quantity"":1},{""id"":""QLS-0025"",""name"":""Idhayam Mantra Groundnut Oil"",""price"":250,""details"":""Recipe Ingredient"",""imageUrl"":"""",""quantity"":6},{""id"":""QLS-0023"",""name"":""Aachi Ginger Garlic Paste"",""price"":80,""details"":""Recipe Ingredient"",""imageUrl"":"""",""quantity"":9},{""id"":""QLS-0041"",""name"":""Gold Winner Refined Sunflower Oil"",""price"":180,""details"":""Recipe Ingredient"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0094"",""name"":""Basmati Rice"",""price"":50,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0087"",""name"":""Vegetable Oil"",""price"":120,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0037"",""name"":""Onions"",""price"":18,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0009"",""name"":""Ginger"",""price"":35,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0081"",""name"":""Garlic"",""price"":22,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0088"",""name"":""Mixed Vegetables"",""price"":90,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0048"",""name"":""Turmeric Powder"",""price"":80,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0068"",""name"":""Red Chili Powder"",""price"":110,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0075"",""name"":""Garam Masala"",""price"":90,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0065"",""name"":""Salt"",""price"":28,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QUIS-0095"",""name"":""Water"",""price"":0,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1},{""id"":""QLS-0041"",""name"":""Refined Sunflower Oil"",""price"":180,""details"":""Injected via AI Agent Analysis"",""imageUrl"":"""",""quantity"":1}]",3443,active,2026-06-15 08:32:18.294991+00,2026-06-21 02:57:51.9+00
d60ce6e5-cc2a-4a13-9d10-f35650638778,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781448766177"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":1},{""id"":""1781454647498"",""name"":""Cadbury Dairy Milk Roast Almond"",""price"":50,""details"":""SKU: QLS-0019 • ₹50.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Dairy%20Milk%20Roast%20Almond.webp"",""quantity"":2},{""id"":""1781454666243"",""name"":""Nestle Milkybar White Chocolate"",""price"":20,""details"":""SKU: QLS-0035 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20Milkybar%20White%20Chocolate.webp"",""quantity"":1}]",375.0,processed,2026-06-14 14:52:48.809637+00,2026-06-14 22:02:14.408888+00
d746cb98-c7b8-4b81-824c-ad50c65890b5,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""QLS-0030"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""Added by Qless Assistant"",""imageUrl"":"""",""quantity"":5}]",100.0,active,2026-06-21 06:57:52.564514+00,2026-06-21 06:57:52.564514+00
d75b7daf-0650-4379-b64a-534c5e16a878,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781725913054"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",30,processed,2026-06-17 19:51:57.162243+00,2026-06-18 01:58:17.252+00
da41d02a-8b07-4275-a560-05d946754808,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481627"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":2},{""id"":""1781453511955"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":3}]",120,processed,2026-06-08 12:00:00+00,2026-06-08 12:30:00+00
de000db3-a3c4-4d88-9f06-739cb209bcd9,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781425183163"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781425222058"",""name"":""Cadbury Dairy Milk Crispello"",""price"":40,""details"":""SKU: QLS-0018 • ₹40.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1},{""id"":""1781425604592"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",325,processed,2026-06-14 08:19:45.635875+00,2026-06-14 14:29:21.944+00
e5250099-8d0e-4202-907e-a0321fd4d70b,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481625"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":3},{""id"":""1781453511953"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":4}]",170,processed,2026-05-10 12:00:00+00,2026-05-10 12:30:00+00
ea209eb9-639e-4874-a2d8-5cac224a44e5,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781464350080"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":3},{""id"":""1781464411105"",""name"":""Cadbury Fuse Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0022 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Fuse%20Chocolate%20Bar.webp"",""quantity"":10}]",460.0,processed,2026-06-14 19:12:34.398992+00,2026-06-15 01:03:12.972+00
f83e2fcd-a670-4279-990f-d35482793c50,3ebf9db8-69ab-4661-95b5-d0e2a6e10389,"[{""id"":""1781717826185"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Nestle%20KitKat%20Chunky%20White.webp"",""quantity"":2},{""id"":""1781717847203"",""name"":""Cadbury Fuse Chocolate Bar"",""price"":40,""details"":""SKU: QLS-0022 • ₹40.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Cadbury%20Fuse%20Chocolate%20Bar.webp"",""quantity"":2},{""id"":""1781717864205"",""name"":""Horlicks Classic Malt Health Drink"",""price"":249,""details"":""SKU: QLS-0015 • ₹249.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Horlicks%20Classic%20Malt%20Health%20Drink.webp"",""quantity"":3},{""id"":""1781718060962"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":4}]",1987.0,processed,2026-06-17 17:37:09.36772+00,2026-06-18 08:24:34.405127+00
f88da874-e93a-4b64-849f-81bc2b5fe452,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481522"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":2},{""id"":""1781453511850"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",295,processed,2026-03-30 10:00:00+00,2026-03-30 10:30:00+00
fa9675f3-a297-4f75-a7bb-91e14dafd1f3,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781630944090"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":4},{""id"":""1781633078351"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20India's%20Magic%20Masala%20Chips.webp"",""quantity"":3},{""id"":""1781633656899"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":1}]",395,processed,2026-06-16 17:29:11.052222+00,2026-06-16 23:44:24.118+00
